Time	R.Front.Head_X	R.Front.Head_Y	R.Front.Head_Z	L.Front.Head_X	L.Front.Head_Y	L.Front.Head_Z	R.Back.Head_X	R.Back.Head_Y	R.Back.Head_Z	L.Back.Head_X	L.Back.Head_Y	L.Back.Head_Z	R.Shoulder_X	R.Shoulder_Y	R.Shoulder_Z	L.Shoulder_X	L.Shoulder_Y	L.Shoulder_Z	C7_X	C7_Y	C7_Z	T2_X	T2_Y	T2_Z	T7_X	T7_Y	T7_Z	L1_X	L1_Y	L1_Z	L3_X	L3_Y	L3_Z	L5_X	L5_Y	L5_Z	IJ_X	IJ_Y	IJ_Z	PX_X	PX_Y	PX_Z	R.ASIS_X	R.ASIS_Y	R.ASIS_Z	L.ASIS_X	L.ASIS_Y	L.ASIS_Z	R.PSIS_X	R.PSIS_Y	R.PSIS_Z	L.PSIS_X	L.PSIS_Y	L.PSIS_Z	L.Iliac.Crest_X	L.Iliac.Crest_Y	L.Iliac.Crest_Z	R.Iliac.Crest_X	R.Iliac.Crest_Y	R.Iliac.Crest_Z	R.GTR_X	R.GTR_Y	R.GTR_Z	L.GTR_X	L.GTR_Y	L.GTR_Z	R.Knee_X	R.Knee_Y	R.Knee_Z	R.Knee.Medial_X	R.Knee.Medial_Y	R.Knee.Medial_Z	L.Knee_X	L.Knee_Y	L.Knee_Z	L.Knee.Medial_X	L.Knee.Medial_Y	L.Knee.Medial_Z	R.HF_X	R.HF_Y	R.HF_Z	L.HF_X	L.HF_Y	L.HF_Z	R.TT_X	R.TT_Y	R.TT_Z	L.TT_X	L.TT_Y	L.TT_Z	R.Ankle_X	R.Ankle_Y	R.Ankle_Z	R.Ankle.Medial_X	R.Ankle.Medial_Y	R.Ankle.Medial_Z	L.Ankle_X	L.Ankle_Y	L.Ankle_Z	L.Ankle.Medial_X	L.Ankle.Medial_Y	L.Ankle.Medial_Z	R.Heel_X	R.Heel_Y	R.Heel_Z	L.Heel_X	L.Heel_Y	L.Heel_Z	R.MT1_X	R.MT1_Y	R.MT1_Z	R.MT2_X	R.MT2_Y	R.MT2_Z	R.MT5_X	R.MT5_Y	R.MT5_Z	L.MT1_X	L.MT1_Y	L.MT1_Z	L.MT2_X	L.MT2_Y	L.MT2_Z	L.MT5_X	L.MT5_Y	L.MT5_Z
1.690000	-0.227233	1.645541	-1.151506	-0.216941	1.651822	-1.278651	-0.364478	1.645887	-1.148339	-0.350991	1.647065	-1.295823	-0.386491	1.437095	-1.030380	-0.349239	1.445554	-1.417890	-0.398483	1.507250	-1.227706	-0.427683	1.471099	-1.230899	-0.457750	1.291947	-1.232836	-0.403364	1.096597	-1.228965	-0.405250	1.049552	-1.230212	-0.408432	1.009164	-1.229600	-0.276095	1.415202	-1.216709	-0.228085	1.229270	-1.213702	-0.240691	0.984986	-1.094330	-0.229389	0.990170	-1.344542	-0.421521	0.991544	-1.195372	-0.414766	0.992924	-1.263556	-0.307919	1.049193	-1.387564	-0.335684	1.040514	-1.060613	-0.345423	0.896102	-1.057494	-0.307918	0.883633	-1.399366	-0.348969	0.497440	-1.040922	-0.350070	0.477909	-1.164725	-0.267557	0.480335	-1.377691	-0.288911	0.474442	-1.261063	-0.355915	0.437881	-1.037641	-0.288823	0.426461	-1.386381	-0.299123	0.416189	-1.082489	-0.240050	0.399582	-1.326019	-0.394279	0.063991	-1.038697	-0.370648	0.081239	-1.118386	-0.387284	0.073988	-1.413880	-0.370435	0.080750	-1.329239	-0.436506	0.044513	-1.088878	-0.438564	0.048597	-1.374645	-0.235560	0.038341	-1.100471	-0.239744	0.034770	-1.071237	-0.270794	0.027603	-1.021033	-0.238148	0.041440	-1.351706	-0.241554	0.036928	-1.381168	-0.271570	0.030281	-1.429065
1.700000	-0.227181	1.645553	-1.151493	-0.216892	1.651832	-1.278640	-0.364419	1.645886	-1.148321	-0.350942	1.647058	-1.295807	-0.386436	1.437085	-1.030362	-0.349255	1.445494	-1.417821	-0.398419	1.507242	-1.227676	-0.427611	1.471095	-1.230868	-0.457678	1.291946	-1.232820	-0.403296	1.096593	-1.228958	-0.405186	1.049552	-1.230205	-0.408370	1.009165	-1.229595	-0.276052	1.415180	-1.216698	-0.228004	1.229263	-1.213687	-0.240608	0.984979	-1.094357	-0.229341	0.990162	-1.344551	-0.421453	0.991544	-1.195366	-0.414715	0.992927	-1.263552	-0.307860	1.049195	-1.387565	-0.335607	1.040519	-1.060620	-0.345342	0.896096	-1.057498	-0.307886	0.883630	-1.399373	-0.348928	0.497433	-1.040930	-0.350053	0.477908	-1.164737	-0.267537	0.480332	-1.377705	-0.288884	0.474441	-1.261074	-0.355884	0.437876	-1.037651	-0.288805	0.426458	-1.386390	-0.299094	0.416180	-1.082503	-0.240021	0.399577	-1.326032	-0.394276	0.063994	-1.038702	-0.370648	0.081239	-1.118390	-0.387282	0.073990	-1.413878	-0.370430	0.080749	-1.329237	-0.436508	0.044513	-1.088876	-0.438562	0.048600	-1.374638	-0.235558	0.038340	-1.100474	-0.239740	0.034770	-1.071240	-0.270792	0.027604	-1.021036	-0.238147	0.041440	-1.351707	-0.241553	0.036924	-1.381170	-0.271571	0.030282	-1.429069
1.710000	-0.227125	1.645563	-1.151477	-0.216843	1.651844	-1.278625	-0.364359	1.645877	-1.148297	-0.350891	1.647052	-1.295786	-0.386379	1.437071	-1.030347	-0.349257	1.445442	-1.417763	-0.398351	1.507234	-1.227648	-0.427536	1.471090	-1.230839	-0.457607	1.291947	-1.232804	-0.403228	1.096589	-1.228946	-0.405122	1.049548	-1.230192	-0.408309	1.009164	-1.229585	-0.276002	1.415163	-1.216689	-0.227916	1.229257	-1.213678	-0.240522	0.984971	-1.094382	-0.229295	0.990150	-1.344558	-0.421386	0.991545	-1.195356	-0.414664	0.992930	-1.263542	-0.307806	1.049192	-1.387564	-0.335521	1.040527	-1.060623	-0.345261	0.896091	-1.057498	-0.307853	0.883626	-1.399377	-0.348893	0.497427	-1.040935	-0.350040	0.477906	-1.164747	-0.267509	0.480327	-1.377711	-0.288851	0.474438	-1.261082	-0.355856	0.437870	-1.037660	-0.288780	0.426453	-1.386393	-0.299068	0.416171	-1.082516	-0.239984	0.399571	-1.326042	-0.394273	0.063995	-1.038704	-0.370648	0.081239	-1.118394	-0.387280	0.073994	-1.413876	-0.370423	0.080750	-1.329236	-0.436509	0.044514	-1.088874	-0.438561	0.048604	-1.374631	-0.235557	0.038340	-1.100477	-0.239737	0.034770	-1.071244	-0.270792	0.027606	-1.021038	-0.238145	0.041440	-1.351711	-0.241551	0.036922	-1.381173	-0.271572	0.030283	-1.429072
1.720000	-0.227066	1.645572	-1.151457	-0.216793	1.651859	-1.278607	-0.364300	1.645862	-1.148267	-0.350838	1.647046	-1.295760	-0.386317	1.437054	-1.030335	-0.349241	1.445399	-1.417721	-0.398279	1.507224	-1.227622	-0.427454	1.471085	-1.230814	-0.457538	1.291950	-1.232787	-0.403162	1.096584	-1.228928	-0.405057	1.049542	-1.230173	-0.408249	1.009162	-1.229570	-0.275940	1.415152	-1.216680	-0.227824	1.229250	-1.213675	-0.240433	0.984961	-1.094401	-0.229251	0.990136	-1.344565	-0.421319	0.991547	-1.195339	-0.414612	0.992931	-1.263526	-0.307760	1.049184	-1.387561	-0.335424	1.040537	-1.060619	-0.345183	0.896088	-1.057494	-0.307819	0.883621	-1.399377	-0.348861	0.497423	-1.040937	-0.350028	0.477902	-1.164753	-0.267472	0.480319	-1.377710	-0.288814	0.474432	-1.261086	-0.355829	0.437865	-1.037665	-0.288748	0.426444	-1.386390	-0.299043	0.416161	-1.082525	-0.239942	0.399563	-1.326046	-0.394272	0.063995	-1.038703	-0.370649	0.081240	-1.118396	-0.387278	0.073998	-1.413873	-0.370416	0.080754	-1.329235	-0.436510	0.044514	-1.088873	-0.438560	0.048609	-1.374623	-0.235555	0.038340	-1.100481	-0.239734	0.034770	-1.071248	-0.270793	0.027607	-1.021040	-0.238143	0.041440	-1.351715	-0.241550	0.036920	-1.381176	-0.271573	0.030283	-1.429074
1.730000	-0.227004	1.645579	-1.151432	-0.216739	1.651879	-1.278583	-0.364242	1.645845	-1.148232	-0.350780	1.647044	-1.295732	-0.386249	1.437033	-1.030325	-0.349203	1.445370	-1.417694	-0.398200	1.507215	-1.227597	-0.427366	1.471082	-1.230793	-0.457467	1.291956	-1.232772	-0.403098	1.096579	-1.228907	-0.404992	1.049534	-1.230150	-0.408191	1.009159	-1.229552	-0.275860	1.415147	-1.216673	-0.227735	1.229241	-1.213674	-0.240345	0.984951	-1.094414	-0.229205	0.990121	-1.344572	-0.421253	0.991549	-1.195318	-0.414559	0.992930	-1.263505	-0.307725	1.049170	-1.387555	-0.335319	1.040545	-1.060609	-0.345108	0.896085	-1.057485	-0.307784	0.883615	-1.399374	-0.348830	0.497419	-1.040933	-0.350014	0.477897	-1.164755	-0.267429	0.480309	-1.377699	-0.288773	0.474423	-1.261084	-0.355800	0.437862	-1.037667	-0.288710	0.426431	-1.386379	-0.299018	0.416150	-1.082530	-0.239895	0.399553	-1.326046	-0.394272	0.063995	-1.038700	-0.370649	0.081240	-1.118397	-0.387277	0.074002	-1.413868	-0.370409	0.080760	-1.329233	-0.436509	0.044515	-1.088872	-0.438558	0.048615	-1.374614	-0.235552	0.038340	-1.100485	-0.239732	0.034770	-1.071251	-0.270794	0.027608	-1.021042	-0.238140	0.041440	-1.351719	-0.241548	0.036919	-1.381178	-0.271573	0.030282	-1.429074
1.740000	-0.226937	1.645586	-1.151400	-0.216678	1.651904	-1.278554	-0.364183	1.645827	-1.148194	-0.350714	1.647045	-1.295702	-0.386172	1.437012	-1.030315	-0.349139	1.445358	-1.417681	-0.398115	1.507208	-1.227573	-0.427269	1.471083	-1.230777	-0.457392	1.291967	-1.232758	-0.403036	1.096575	-1.228887	-0.404927	1.049527	-1.230125	-0.408134	1.009155	-1.229532	-0.275760	1.415142	-1.216666	-0.227652	1.229227	-1.213676	-0.240260	0.984941	-1.094421	-0.229159	0.990105	-1.344579	-0.421188	0.991551	-1.195294	-0.414504	0.992927	-1.263480	-0.307701	1.049151	-1.387548	-0.335209	1.040552	-1.060595	-0.345036	0.896082	-1.057472	-0.307748	0.883608	-1.399368	-0.348799	0.497416	-1.040925	-0.349997	0.477891	-1.164752	-0.267384	0.480297	-1.377682	-0.288731	0.474413	-1.261077	-0.355769	0.437860	-1.037665	-0.288670	0.426417	-1.386363	-0.298991	0.416139	-1.082529	-0.239846	0.399542	-1.326040	-0.394272	0.063996	-1.038696	-0.370649	0.081241	-1.118396	-0.387276	0.074008	-1.413861	-0.370403	0.080766	-1.329231	-0.436506	0.044518	-1.088873	-0.438556	0.048622	-1.374606	-0.235549	0.038339	-1.100490	-0.239731	0.034769	-1.071253	-0.270795	0.027609	-1.021044	-0.238137	0.041439	-1.351721	-0.241546	0.036919	-1.381179	-0.271572	0.030281	-1.429071
1.750000	-0.226864	1.645596	-1.151362	-0.216606	1.651935	-1.278518	-0.364121	1.645810	-1.148156	-0.350637	1.647049	-1.295671	-0.386084	1.436990	-1.030305	-0.349045	1.445364	-1.417682	-0.398021	1.507202	-1.227548	-0.427161	1.471089	-1.230764	-0.457312	1.291983	-1.232749	-0.402976	1.096573	-1.228868	-0.404863	1.049521	-1.230099	-0.408075	1.009153	-1.229510	-0.275640	1.415129	-1.216658	-0.227577	1.229208	-1.213679	-0.240179	0.984931	-1.094423	-0.229109	0.990089	-1.344587	-0.421125	0.991552	-1.195270	-0.414447	0.992925	-1.263455	-0.307685	1.049129	-1.387539	-0.335099	1.040558	-1.060579	-0.344966	0.896078	-1.057458	-0.307711	0.883601	-1.399359	-0.348766	0.497412	-1.040915	-0.349975	0.477884	-1.164744	-0.267340	0.480284	-1.377661	-0.288689	0.474402	-1.261065	-0.355734	0.437859	-1.037661	-0.288632	0.426404	-1.386345	-0.298962	0.416127	-1.082525	-0.239799	0.399531	-1.326032	-0.394272	0.063998	-1.038691	-0.370650	0.081243	-1.118395	-0.387276	0.074014	-1.413851	-0.370397	0.080771	-1.329226	-0.436502	0.044522	-1.088876	-0.438552	0.048629	-1.374596	-0.235546	0.038338	-1.100495	-0.239731	0.034766	-1.071255	-0.270795	0.027608	-1.021047	-0.238134	0.041438	-1.351721	-0.241544	0.036920	-1.381179	-0.271571	0.030280	-1.429068
1.760000	-0.226784	1.645608	-1.151320	-0.216521	1.651969	-1.278476	-0.364054	1.645794	-1.148120	-0.350548	1.647053	-1.295640	-0.385984	1.436971	-1.030293	-0.348919	1.445394	-1.417699	-0.397918	1.507200	-1.227521	-0.427042	1.471100	-1.230753	-0.457229	1.292005	-1.232746	-0.402918	1.096572	-1.228855	-0.404799	1.049518	-1.230076	-0.408015	1.009152	-1.229489	-0.275505	1.415107	-1.216649	-0.227509	1.229182	-1.213682	-0.240103	0.984923	-1.094420	-0.229058	0.990075	-1.344594	-0.421063	0.991554	-1.195247	-0.414389	0.992923	-1.263432	-0.307674	1.049106	-1.387528	-0.334996	1.040564	-1.060565	-0.344900	0.896074	-1.057445	-0.307671	0.883595	-1.399349	-0.348730	0.497408	-1.040905	-0.349948	0.477877	-1.164734	-0.267300	0.480272	-1.377641	-0.288650	0.474393	-1.261052	-0.355698	0.437858	-1.037657	-0.288597	0.426394	-1.386327	-0.298930	0.416115	-1.082521	-0.239756	0.399522	-1.326024	-0.394272	0.064002	-1.038687	-0.370651	0.081245	-1.118394	-0.387276	0.074020	-1.413840	-0.370391	0.080775	-1.329221	-0.436498	0.044529	-1.088880	-0.438548	0.048636	-1.374587	-0.235543	0.038336	-1.100500	-0.239730	0.034764	-1.071257	-0.270794	0.027608	-1.021050	-0.238130	0.041437	-1.351720	-0.241542	0.036920	-1.381178	-0.271570	0.030278	-1.429063
1.770000	-0.226695	1.645624	-1.151273	-0.216420	1.652004	-1.278428	-0.363978	1.645780	-1.148086	-0.350447	1.647056	-1.295607	-0.385873	1.436953	-1.030278	-0.348764	1.445446	-1.417729	-0.397804	1.507201	-1.227491	-0.426914	1.471116	-1.230740	-0.457144	1.292034	-1.232750	-0.402861	1.096573	-1.228847	-0.404738	1.049518	-1.230057	-0.407954	1.009154	-1.229470	-0.275365	1.415076	-1.216638	-0.227442	1.229152	-1.213688	-0.240033	0.984918	-1.094414	-0.229005	0.990062	-1.344599	-0.421002	0.991557	-1.195229	-0.414331	0.992924	-1.263414	-0.307660	1.049087	-1.387514	-0.334909	1.040571	-1.060554	-0.344838	0.896071	-1.057434	-0.307629	0.883591	-1.399341	-0.348693	0.497402	-1.040895	-0.349919	0.477870	-1.164722	-0.267266	0.480264	-1.377625	-0.288616	0.474386	-1.261039	-0.355661	0.437856	-1.037653	-0.288568	0.426387	-1.386313	-0.298896	0.416103	-1.082518	-0.239719	0.399515	-1.326017	-0.394272	0.064006	-1.038683	-0.370652	0.081248	-1.118394	-0.387275	0.074026	-1.413829	-0.370385	0.080778	-1.329215	-0.436494	0.044536	-1.088885	-0.438544	0.048644	-1.374577	-0.235541	0.038334	-1.100506	-0.239729	0.034761	-1.071261	-0.270792	0.027608	-1.021053	-0.238127	0.041435	-1.351717	-0.241540	0.036920	-1.381177	-0.271569	0.030276	-1.429060
1.780000	-0.226598	1.645642	-1.151224	-0.216304	1.652036	-1.278374	-0.363890	1.645769	-1.148054	-0.350333	1.647056	-1.295571	-0.385749	1.436935	-1.030259	-0.348589	1.445513	-1.417763	-0.397680	1.507207	-1.227458	-0.426782	1.471136	-1.230724	-0.457057	1.292068	-1.232758	-0.402806	1.096576	-1.228844	-0.404678	1.049521	-1.230042	-0.407894	1.009157	-1.229455	-0.275229	1.415043	-1.216624	-0.227375	1.229119	-1.213697	-0.239966	0.984917	-1.094406	-0.228953	0.990052	-1.344600	-0.420944	0.991560	-1.195216	-0.414275	0.992927	-1.263400	-0.307635	1.049073	-1.387497	-0.334840	1.040580	-1.060549	-0.344779	0.896069	-1.057426	-0.307584	0.883590	-1.399334	-0.348656	0.497397	-1.040888	-0.349890	0.477864	-1.164710	-0.267237	0.480259	-1.377613	-0.288588	0.474382	-1.261030	-0.355627	0.437854	-1.037650	-0.288545	0.426384	-1.386302	-0.298860	0.416092	-1.082518	-0.239687	0.399512	-1.326013	-0.394272	0.064011	-1.038680	-0.370654	0.081251	-1.118395	-0.387273	0.074033	-1.413820	-0.370380	0.080782	-1.329210	-0.436493	0.044543	-1.088889	-0.438542	0.048653	-1.374569	-0.235540	0.038332	-1.100512	-0.239728	0.034760	-1.071265	-0.270789	0.027609	-1.021056	-0.238123	0.041435	-1.351714	-0.241539	0.036920	-1.381177	-0.271569	0.030275	-1.429057
1.790000	-0.226493	1.645660	-1.151172	-0.216175	1.652063	-1.278314	-0.363790	1.645761	-1.148021	-0.350210	1.647058	-1.295532	-0.385614	1.436916	-1.030235	-0.348410	1.445588	-1.417792	-0.397546	1.507218	-1.227422	-0.426651	1.471159	-1.230702	-0.456970	1.292105	-1.232766	-0.402751	1.096581	-1.228844	-0.404621	1.049526	-1.230033	-0.407836	1.009162	-1.229444	-0.275105	1.415015	-1.216609	-0.227305	1.229084	-1.213710	-0.239902	0.984919	-1.094398	-0.228903	0.990043	-1.344597	-0.420887	0.991564	-1.195206	-0.414222	0.992933	-1.263390	-0.307596	1.049067	-1.387479	-0.334789	1.040589	-1.060546	-0.344723	0.896069	-1.057422	-0.307539	0.883591	-1.399328	-0.348621	0.497393	-1.040883	-0.349862	0.477861	-1.164702	-0.267214	0.480257	-1.377606	-0.288565	0.474380	-1.261024	-0.355596	0.437852	-1.037648	-0.288527	0.426385	-1.386295	-0.298823	0.416082	-1.082520	-0.239662	0.399511	-1.326010	-0.394272	0.064017	-1.038678	-0.370655	0.081255	-1.118396	-0.387269	0.074038	-1.413814	-0.370376	0.080785	-1.329205	-0.436494	0.044549	-1.088891	-0.438542	0.048661	-1.374562	-0.235538	0.038330	-1.100516	-0.239725	0.034759	-1.071269	-0.270786	0.027610	-1.021059	-0.238120	0.041435	-1.351711	-0.241538	0.036920	-1.381177	-0.271570	0.030274	-1.429057
1.800000	-0.226381	1.645674	-1.151116	-0.216035	1.652083	-1.278249	-0.363676	1.645758	-1.147985	-0.350076	1.647065	-1.295487	-0.385468	1.436893	-1.030210	-0.348239	1.445660	-1.417810	-0.397406	1.507234	-1.227385	-0.426523	1.471182	-1.230676	-0.456880	1.292141	-1.232771	-0.402695	1.096590	-1.228846	-0.404562	1.049533	-1.230027	-0.407780	1.009169	-1.229435	-0.274992	1.415000	-1.216595	-0.227232	1.229050	-1.213728	-0.239840	0.984924	-1.094391	-0.228855	0.990036	-1.344590	-0.420831	0.991571	-1.195198	-0.414170	0.992940	-1.263383	-0.307540	1.049069	-1.387463	-0.334750	1.040596	-1.060543	-0.344669	0.896072	-1.057419	-0.307494	0.883593	-1.399324	-0.348589	0.497390	-1.040880	-0.349838	0.477861	-1.164696	-0.267198	0.480258	-1.377602	-0.288546	0.474379	-1.261020	-0.355568	0.437850	-1.037648	-0.288515	0.426388	-1.386291	-0.298789	0.416075	-1.082524	-0.239642	0.399511	-1.326009	-0.394271	0.064023	-1.038677	-0.370657	0.081258	-1.118398	-0.387266	0.074043	-1.413809	-0.370373	0.080788	-1.329202	-0.436495	0.044553	-1.088893	-0.438542	0.048668	-1.374557	-0.235536	0.038330	-1.100520	-0.239723	0.034759	-1.071274	-0.270784	0.027611	-1.021061	-0.238117	0.041436	-1.351710	-0.241537	0.036921	-1.381177	-0.271571	0.030273	-1.429057
1.810000	-0.226262	1.645678	-1.151055	-0.215885	1.652098	-1.278176	-0.363551	1.645757	-1.147945	-0.349935	1.647082	-1.295435	-0.385315	1.436867	-1.030185	-0.348084	1.445724	-1.417814	-0.397261	1.507253	-1.227349	-0.426401	1.471204	-1.230648	-0.456785	1.292174	-1.232770	-0.402635	1.096601	-1.228848	-0.404500	1.049542	-1.230022	-0.407728	1.009179	-1.229428	-0.274886	1.415000	-1.216585	-0.227158	1.229018	-1.213748	-0.239777	0.984930	-1.094386	-0.228808	0.990030	-1.344582	-0.420775	0.991581	-1.195189	-0.414118	0.992951	-1.263376	-0.307471	1.049077	-1.387450	-0.334716	1.040600	-1.060539	-0.344615	0.896076	-1.057417	-0.307452	0.883594	-1.399320	-0.348562	0.497389	-1.040879	-0.349817	0.477863	-1.164695	-0.267187	0.480259	-1.377601	-0.288530	0.474379	-1.261018	-0.355543	0.437849	-1.037650	-0.288507	0.426391	-1.386289	-0.298759	0.416069	-1.082528	-0.239626	0.399511	-1.326008	-0.394270	0.064029	-1.038677	-0.370658	0.081261	-1.118402	-0.387263	0.074047	-1.413807	-0.370371	0.080791	-1.329200	-0.436498	0.044556	-1.088895	-0.438542	0.048673	-1.374553	-0.235534	0.038330	-1.100523	-0.239720	0.034760	-1.071278	-0.270783	0.027613	-1.021064	-0.238114	0.041437	-1.351709	-0.241537	0.036921	-1.381177	-0.271573	0.030272	-1.429058
1.820000	-0.226135	1.645668	-1.150988	-0.215729	1.652108	-1.278098	-0.363415	1.645758	-1.147897	-0.349786	1.647114	-1.295377	-0.385161	1.436840	-1.030166	-0.347945	1.445779	-1.417809	-0.397114	1.507275	-1.227316	-0.426281	1.471223	-1.230622	-0.456682	1.292202	-1.232764	-0.402570	1.096614	-1.228849	-0.404434	1.049554	-1.230016	-0.407677	1.009192	-1.229419	-0.274781	1.415009	-1.216580	-0.227084	1.228988	-1.213770	-0.239714	0.984935	-1.094383	-0.228760	0.990023	-1.344576	-0.420716	0.991596	-1.195178	-0.414063	0.992965	-1.263368	-0.307397	1.049087	-1.387439	-0.334675	1.040602	-1.060529	-0.344559	0.896082	-1.057414	-0.307413	0.883595	-1.399314	-0.348539	0.497390	-1.040879	-0.349800	0.477866	-1.164697	-0.267181	0.480260	-1.377602	-0.288515	0.474379	-1.261014	-0.355521	0.437849	-1.037653	-0.288503	0.426394	-1.386287	-0.298734	0.416066	-1.082532	-0.239614	0.399509	-1.326006	-0.394267	0.064036	-1.038677	-0.370659	0.081263	-1.118406	-0.387261	0.074050	-1.413806	-0.370370	0.080793	-1.329197	-0.436499	0.044558	-1.088898	-0.438542	0.048676	-1.374551	-0.235531	0.038330	-1.100525	-0.239718	0.034760	-1.071281	-0.270783	0.027615	-1.021068	-0.238113	0.041438	-1.351710	-0.241536	0.036921	-1.381177	-0.271574	0.030271	-1.429058
1.830000	-0.226001	1.645642	-1.150915	-0.215568	1.652117	-1.278014	-0.363270	1.645758	-1.147840	-0.349630	1.647161	-1.295312	-0.385011	1.436815	-1.030153	-0.347818	1.445826	-1.417800	-0.396967	1.507296	-1.227290	-0.426161	1.471238	-1.230601	-0.456572	1.292225	-1.232756	-0.402500	1.096628	-1.228848	-0.404362	1.049569	-1.230009	-0.407627	1.009208	-1.229410	-0.274672	1.415021	-1.216581	-0.227011	1.228961	-1.213792	-0.239650	0.984936	-1.094383	-0.228711	0.990016	-1.344575	-0.420655	0.991615	-1.195164	-0.414004	0.992981	-1.263357	-0.307323	1.049093	-1.387430	-0.334621	1.040604	-1.060516	-0.344501	0.896088	-1.057408	-0.307379	0.883597	-1.399307	-0.348521	0.497392	-1.040880	-0.349786	0.477869	-1.164702	-0.267179	0.480260	-1.377603	-0.288501	0.474377	-1.261009	-0.355502	0.437849	-1.037659	-0.288502	0.426397	-1.386285	-0.298715	0.416062	-1.082535	-0.239606	0.399506	-1.326003	-0.394265	0.064041	-1.038678	-0.370661	0.081264	-1.118411	-0.387261	0.074051	-1.413806	-0.370370	0.080793	-1.329195	-0.436500	0.044559	-1.088901	-0.438541	0.048675	-1.374550	-0.235530	0.038331	-1.100527	-0.239717	0.034760	-1.071284	-0.270785	0.027616	-1.021071	-0.238114	0.041439	-1.351710	-0.241536	0.036920	-1.381177	-0.271575	0.030271	-1.429057
1.840000	-0.225859	1.645599	-1.150838	-0.215401	1.652123	-1.277927	-0.363117	1.645755	-1.147776	-0.349467	1.647219	-1.295243	-0.384870	1.436796	-1.030146	-0.347698	1.445866	-1.417794	-0.396821	1.507315	-1.227270	-0.426040	1.471249	-1.230585	-0.456457	1.292243	-1.232751	-0.402425	1.096642	-1.228844	-0.404287	1.049585	-1.230000	-0.407575	1.009227	-1.229398	-0.274562	1.415030	-1.216584	-0.226940	1.228938	-1.213812	-0.239586	0.984932	-1.094384	-0.228659	0.990008	-1.344578	-0.420592	0.991637	-1.195148	-0.413941	0.993001	-1.263346	-0.307255	1.049093	-1.387419	-0.334548	1.040608	-1.060500	-0.344443	0.896094	-1.057400	-0.307346	0.883599	-1.399300	-0.348507	0.497394	-1.040880	-0.349776	0.477870	-1.164707	-0.267177	0.480260	-1.377604	-0.288487	0.474374	-1.261003	-0.355487	0.437849	-1.037664	-0.288501	0.426400	-1.386282	-0.298702	0.416059	-1.082539	-0.239600	0.399500	-1.325999	-0.394264	0.064045	-1.038680	-0.370664	0.081265	-1.118417	-0.387262	0.074051	-1.413805	-0.370371	0.080792	-1.329192	-0.436500	0.044558	-1.088904	-0.438541	0.048673	-1.374548	-0.235529	0.038332	-1.100529	-0.239717	0.034760	-1.071285	-0.270788	0.027618	-1.021074	-0.238116	0.041437	-1.351711	-0.241536	0.036917	-1.381176	-0.271575	0.030270	-1.429056
1.850000	-0.225710	1.645545	-1.150758	-0.215230	1.652127	-1.277840	-0.362958	1.645750	-1.147707	-0.349296	1.647283	-1.295173	-0.384742	1.436784	-1.030144	-0.347578	1.445898	-1.417792	-0.396678	1.507332	-1.227258	-0.425917	1.471258	-1.230575	-0.456342	1.292260	-1.232752	-0.402346	1.096655	-1.228837	-0.404210	1.049600	-1.229991	-0.407519	1.009245	-1.229386	-0.274454	1.415031	-1.216588	-0.226870	1.228920	-1.213831	-0.239522	0.984923	-1.094385	-0.228603	0.990001	-1.344583	-0.420527	0.991660	-1.195132	-0.413873	0.993021	-1.263334	-0.307194	1.049085	-1.387404	-0.334457	1.040619	-1.060485	-0.344386	0.896099	-1.057390	-0.307311	0.883602	-1.399294	-0.348497	0.497394	-1.040881	-0.349770	0.477869	-1.164712	-0.267172	0.480259	-1.377603	-0.288474	0.474369	-1.260996	-0.355476	0.437849	-1.037669	-0.288497	0.426401	-1.386277	-0.298694	0.416053	-1.082542	-0.239593	0.399493	-1.325995	-0.394265	0.064046	-1.038682	-0.370667	0.081266	-1.118423	-0.387264	0.074050	-1.413804	-0.370373	0.080790	-1.329190	-0.436501	0.044558	-1.088906	-0.438540	0.048671	-1.374544	-0.235529	0.038332	-1.100529	-0.239718	0.034758	-1.071286	-0.270791	0.027618	-1.021076	-0.238118	0.041435	-1.351710	-0.241535	0.036912	-1.381174	-0.271575	0.030268	-1.429053
